3ehx_A -2.292_-4.242_-5.148
5oxl_A 23.474_17.771_-3.830
1ucn_ABC -11.491_95.477_19.538
2ovx_A 24.748_8.710_51.328
3upz_A 17.557_15.948_61.755
1u32_A 87.642_50.878_22.451
6h36_A 19.246_24.306_4.079
3pd4_AB 11.466_4.675_-15.530
5kr8_A 17.524_40.095_-9.325
4mx9_A 0.188_-19.792_-30.717
2pix_A 18.480_16.282_29.293
5q0j_AB 13.822_22.884_3.580
6e5l_A -13.350_-6.051_15.909
5ddf_A 12.384_12.259_12.083
1sqb_ABCDEFGHIJK 69.776_56.088_166.793
4zl4_A -2.884_98.630_42.012
5orr_A -11.247_13.224_-16.530
5q19_AB 13.974_23.091_3.815
3mna_A -3.545_5.671_12.831
6h52_A 83.003_62.560_12.237
4i0r_A 0.921_1.034_13.933
2vxa_ABCDEFGHIJKL -22.719_-38.888_1.408
3d1x_AB 17.761_22.841_18.004
4xnw_A 19.929_22.878_9.720
1w1y_AB 18.447_42.589_101.256
3qcl_A 18.666_29.140_62.350
4kju_A 29.445_35.049_11.638
3u6a_A 6.209_-42.701_23.434
2dwx_A -4.667_-15.408_126.223
6afi_A -36.866_14.034_-12.485
2w05_A 1.442_25.972_8.600
4lte_A -94.405_-67.733_24.918
3hp5_A 35.254_38.010_21.204
4y3y_A 1.759_7.713_9.515
2x6j_AB 18.871_36.190_7.171
3b7i_A 34.468_-1.141_38.094
4k3p_AB 4.362_-5.958_-12.414
2p98_A -2.595_0.109_9.357
3iu8_A 8.804_44.768_5.174
4ud7_C -9.994_17.005_-4.519
5lrj_A 20.577_-5.463_8.389
6ps4_A 2.067_4.440_50.903
2osf_A -5.658_2.047_15.558
4x7i_A 24.049_55.247_87.210
4hnf_A 25.042_-3.839_24.767
5ja0_F 0.878_77.572_27.596
2aoc_AB 16.292_22.287_17.008
5wbp_AB -3.717_-0.954_18.812
1jiz_A 1.635_4.129_70.867
6qi4_B -12.799_-16.972_-10.293
5ni8_AC -26.933_4.260_-15.072
4ez3_A -3.086_-7.242_28.062
3v4x_A 33.321_2.840_18.007
1orw_ABCDEFGHIJKLM -7.066_19.946_5.250
4kne_A 1.891_-17.398_0.657
6n0m_A -29.269_55.077_76.103
3uih_ABQ -33.325_-9.687_3.314
4jia_A 10.535_-23.957_-21.099
5aeh_A 29.644_3.252_-27.913
5hbe_AB -4.463_13.009_-10.195
3fzy_A 7.091_18.775_38.626
5a6a_AB -18.565_-29.863_16.521
4whz_A 4.327_102.048_141.384
5m63_ABHL 4.508_50.653_20.128
1wbv_A 6.067_14.631_36.330
4gb9_A 15.950_-4.084_19.033
1wvj_A 13.246_8.072_21.846
4wmy_A 12.330_45.926_12.411
5xih_AB 7.730_-14.239_27.964
2d3u_A 9.163_33.225_75.080
3rg2_AB -97.088_-99.881_95.481
4lkh_AB 13.275_20.888_11.830
6s7s_ABCD 170.050_-12.170_30.836
3cn0_AB 0.006_-0.184_-7.073
5ia4_A 16.661_-5.232_103.566
3wdd_A -23.086_13.156_-5.243
6r7k_AC -27.309_1.902_-12.782
5a4l_A -5.288_-15.856_-44.837
4uwk_A 18.409_-15.674_-23.939
5yql_A -14.805_-7.446_-19.008
4ymh_AB 39.739_272.202_163.528
4ikr_A -2.373_-7.082_16.436
2az5_ABCD -19.807_74.944_33.526
4b78_A 5.755_1.139_-20.280
1gag_A -25.831_27.636_25.028
3dx1_A 31.940_66.040_8.300
6b7c_AB 37.961_100.031_191.184
4pce_A 12.008_6.251_2.203
5dhr_ABCD -12.875_12.625_1.103
3zps_AB 12.497_22.715_5.675
1qr3_E -10.342_19.649_35.031
6fo9_AB 2.078_33.715_37.187
1agw_A 9.322_3.709_24.000
5hd0_A 22.511_10.900_21.558
4jpc_A 24.814_15.036_8.910
5ml2_B -21.771_26.012_4.328
3oap_A 59.545_44.511_9.354
2zq2_A 17.575_-9.111_10.680
2chm_A 19.911_-6.016_13.441
4xe1_A -4.718_3.175_15.024
6e3m_A -20.458_19.256_15.433
3h9o_A 38.965_-15.925_12.793
1k21_AHIL 16.957_-13.057_22.339
4eh4_A 3.414_0.377_19.984
5eta_B -21.649_16.158_-32.928
6ob0_AE 2.360_-0.193_102.049
3t82_A 16.736_4.779_12.982
3aas_A -1.726_15.184_18.329
4jof_A 15.121_23.529_18.446
5a3s_A 59.726_-20.942_20.170
2vgp_AD 12.268_-0.558_3.064
1sc8_U 31.392_9.279_28.445
4fiv_A 23.281_0.405_25.855
1b56_A 46.611_25.649_28.309
5dp7_A 6.511_7.253_-2.121
5f9e_A 26.231_78.613_28.705
6cec_A 0.236_3.541_7.114
2zjv_ABCDE 30.105_-26.736_-28.567
4fea_AB -51.941_35.051_23.688
4hmq_A 62.643_62.760_0.497
6u5m_A 139.300_4.965_16.436
4l50_AB -38.534_-10.349_13.115
2x4o_DE 32.718_35.843_40.176
2c68_A 11.549_-9.604_9.995
4no8_ABCDEFGHIJKLMNOPQRSTUVWXYZab 11.679_-137.588_17.560
5ngz_A 0.037_12.131_0.906
1gu1_ABCDEFGHIJKL 28.116_50.840_59.282
3k15_A -23.578_56.543_2.257
1qy2_A 50.095_23.906_40.876
6dak_A -12.113_24.895_1.527
1o0f_A 37.923_4.492_17.135
4ezq_A -8.651_-29.023_-11.327
3i7c_A 14.522_14.946_63.275
6gzh_AB -42.976_38.639_45.729
6qqv_AB -22.074_-20.979_10.657
5vo2_A 6.520_15.974_30.690
5kqx_AB -17.607_11.620_-20.308
5vih_AB -19.698_18.773_-11.637
4ciw_A 2.656_13.011_23.589
4lrr_A 2.649_15.207_-40.060
6hai_A -5.371_90.417_55.101
5v6u_AB -41.930_12.378_10.735
3sue_A 2.330_-7.919_32.028
3vw7_A -6.990_-9.080_59.066
5j1x_A 25.378_7.348_14.091
4l4z_AB -35.560_21.071_-4.729
3cii_ABGH -136.678_157.670_-148.692
4ij1_AB 7.708_1.442_29.288
6dyr_A 9.438_-3.956_14.447
5xg5_A 21.252_-1.792_-2.649
6aqo_AE -10.948_2.137_-51.392
4aje_ABCD 13.537_-15.999_9.883
2kdh_A 10.485_10.812_-7.414
5op6_A -16.136_21.684_-3.237
6n93_ABCDEF 22.885_21.210_18.750
5tq8_A 7.528_-3.004_10.898
2e99_AB 40.603_38.477_56.207
3dxm_ABCDEFG 13.538_18.059_52.173
4cfm_AB -5.741_-23.172_22.726
1qxk_A 29.076_29.789_19.498
5ijp_A -18.233_-6.647_11.502
3jyj_A 12.724_3.981_0.721
5l4e_ABCDE 64.742_-26.610_58.420
2ivu_A -24.656_11.335_-11.302
4gja_A 41.976_106.990_11.290
4kn4_ABCDEX -110.066_29.447_9.162
1lrt_ABCD -33.671_40.981_40.476
3x1k_ADE -23.983_-16.568_-20.559
2vvu_AL -4.708_9.414_22.166
1a0q_HL 13.214_20.314_58.977
5v9p_AB -49.024_44.892_17.596
2r1w_ABC 31.331_-1.995_2.923
6g9d_A 6.837_8.627_45.045
3kl6_AB 1.769_-8.867_-12.823
6pg7_A 18.177_7.076_-3.974
1dtq_AB 1.390_-37.152_21.590
5afm_ABCDE 29.895_8.155_-27.145
2y06_HL 0.265_-0.570_52.086
3mks_ABCD 174.013_34.498_-55.605
2jkp_A 23.190_42.498_69.720
6f23_A -0.310_-9.148_-17.649
2qtn_AB 14.072_-27.425_19.543
4ewn_D 15.396_19.991_21.215
4kva_AB -37.377_-19.490_113.153
1lbk_AB 10.717_35.302_-4.066
4gr0_A -6.180_25.881_-4.591
3lfs_A 41.756_-9.393_25.613
4zip_AB 14.906_22.012_16.359
3cdb_ABCD 14.383_5.650_45.836
4pxm_ABCD 23.823_-2.950_7.391
5qck_A 40.767_-20.196_28.865
1nox_A 13.077_30.156_41.127
6g07_AP -19.933_4.563_78.762
4u91_E 31.745_41.146_215.691
4pzx_A 24.513_14.687_8.728
6gue_AB -5.923_-22.031_22.287
5g42_AC -28.341_5.240_-14.095
3ff6_AB 6.049_23.186_25.563
3u2q_A 52.495_-26.156_-9.658
1b6j_AB 5.712_-2.281_14.401
5em8_A -52.367_-0.857_-19.349
4xuh_A 16.771_11.851_7.864
1fo0_ABHL 17.829_34.393_49.507
5m9w_A 57.578_39.239_6.236
6eda_A -3.510_4.928_13.745
6q8p_A -13.406_1.315_34.949
6hv2_A 27.430_-17.574_11.537
2hb9_A 12.705_28.287_29.492
2aa6_A 19.429_48.934_15.885
1fv0_A 16.154_22.843_43.317
3zc5_A 20.072_84.102_4.741
6oqb_A 6.170_2.809_99.889
6hmr_A 1.699_5.749_17.277
4og6_A -12.969_12.326_-11.356
5ko5_A -2.317_71.636_78.921
1shc_A 2.396_11.732_0.337
3kyq_A 1.804_14.617_11.255
1bcu_HIL 9.543_20.373_50.258
5ega_A -30.991_16.854_-6.476
2r03_A -65.237_-34.091_-56.292
6eqs_A 7.467_14.234_-2.399
6qme_A 15.417_63.898_27.065
4p0n_A 22.066_25.023_78.263
4yho_HL 1.750_-20.354_11.726
4akn_AB 18.490_12.425_-11.683
5bw4_A -0.433_-23.962_1.420
4m4q_A 11.297_22.170_-12.954
5w8i_ABCD 41.710_19.109_47.658
6f5l_ABCDE 18.630_45.773_42.375
2qoe_ABCDEFGHIJS 41.136_50.581_36.523
4a9t_A 7.552_-49.560_10.131
6fkz_AB 31.968_21.234_3.120
2j4i_AB 7.766_5.373_20.866
4mc1_AB 12.491_22.874_5.312
1q0b_A 17.420_15.095_110.532
3uil_ABCD -37.292_-22.342_-41.468
5e1e_A -17.991_-21.431_17.386
3sm0_A 14.872_16.377_18.586
4k8s_A 64.652_-10.910_20.265
1ttm_A 22.610_31.191_20.622
3qw8_A 25.252_22.803_55.766
1hyv_A 6.353_46.007_-10.864
4qvn_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.196_-135.546_39.679
2ha7_AB 35.418_24.703_8.825
4po7_ABCP -26.552_2.382_27.180
4c36_AI -28.418_-9.877_-3.185
2jko_A 28.441_23.074_35.046
4bcj_AB 54.883_-16.696_-12.452
5u06_ABM -5.853_-8.375_-17.257
4h3f_A 22.452_10.208_21.475
2y58_ABCDE -89.833_-30.467_-33.226
3zxv_ABCDEF -27.284_82.560_9.230
1pzo_A 8.702_13.452_29.011
5dif_ABC -39.067_75.508_27.465
4bo2_ABCD 10.067_105.450_183.506
2r2b_ABC -8.552_0.170_70.558
3ivg_AB 0.757_-10.197_35.949
6eol_A -18.198_7.961_-0.811
6q4q_A -12.445_1.931_-42.937
6eq1_BC 30.193_26.283_64.496
6aaj_AB 13.236_4.907_42.909
6np3_A 110.429_-15.663_-7.555
5l6p_A 15.046_0.190_-9.158
6fgg_A -25.347_-5.909_-15.007
4fut_A 34.395_-51.818_-5.559
4jck_AC 21.152_38.022_33.678
6dki_A -20.507_6.114_-20.341
5hhx_ABHL 72.439_-68.741_94.570
5ouh_ABCDEFGHIJ 38.264_-15.316_-0.382
4u70_A 23.689_-5.406_11.086
5tri_A 22.578_6.106_12.624
3lp2_AB 9.768_10.220_24.698
5bnr_A 27.541_15.094_31.072
3i06_A -6.035_-36.067_2.294
6oxu_AB 70.674_56.378_16.344
2rc9_A 13.084_0.916_7.480
1xoq_A 13.997_29.328_53.196
5le1_A 112.961_71.761_9.636
1o3c_A 43.603_-0.915_31.109
4i47_AB 22.513_4.907_10.108
4qzw_ABCDEFGHIJKLMNOPQRSTUVWXYZab 60.563_-135.280_38.862
1bnm_A -3.262_5.085_14.194
4qwg_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.063_-136.233_37.170
2q1j_AB 7.165_5.791_21.357
4ajl_ABCD 18.501_-8.070_1.931
4yxo_A -26.312_0.535_81.978
1o48_A 19.826_21.954_21.942
1nlo_C 61.645_2.731_0.166
5ap7_A 0.025_-12.636_-14.110
4lzs_A 11.443_37.926_77.332
1ove_A 21.837_12.725_31.203
5epr_A 13.896_1.682_-5.810
2xfj_A 29.956_2.669_33.952
3i0r_AB 9.034_11.164_15.583
5nu5_A 39.969_4.662_10.812
4b83_AB 28.867_20.415_12.576
6mxb_AB -10.053_1.177_-52.648
5iwg_A 67.085_30.039_1.340
5o22_AB -57.166_5.116_-1.712
2r2l_AB 187.190_127.856_32.271
5nwi_A -29.806_34.559_1.143
6orr_A 1.156_-2.287_-7.018
5d25_A 3.372_56.464_21.979
4alx_FGHIJ -5.405_-33.341_-27.423
5ogb_A 1.107_-0.864_1.034
5trh_A 22.365_5.157_12.689
5d47_A 4.027_7.014_18.062
5hes_A 26.823_70.600_2.601
3twx_ABD -23.304_-6.580_-44.355
1w5y_AB 13.303_23.189_5.617
2aod_AB 16.341_22.233_17.082
5f1u_ABCD 20.091_9.253_50.968
3hv6_A -0.549_-2.601_-16.698
6eq3_A -15.675_10.829_-22.408
6ety_ABCDE 18.431_45.355_43.086
3zmg_A -18.395_40.861_6.791
5ajc_ABCDEF 42.499_67.243_10.247
1f8a_B -1.097_15.293_54.157
1y6b_A 0.042_30.585_17.316
4idv_A 16.761_13.755_87.304
3gs6_A -16.113_-10.350_3.492
6qat_AB -32.694_7.213_-72.708
5lwm_A 37.159_26.741_51.612
6qeg_A 25.968_20.556_17.811
6fpu_A 16.527_18.392_16.663
4g34_A 47.904_-11.577_3.479
5ih9_A -2.441_-10.965_0.021
1fq7_AB -18.906_63.929_37.800
2aov_A 42.308_-34.817_-3.538
3p8o_AC 39.752_47.060_6.321
4itp_A 18.040_5.828_14.386
6g6y_A 10.716_17.683_1.150
5afn_ABCDE 37.656_-12.587_13.999
4z8d_A -18.747_0.374_-3.860
6ev0_AB 49.732_-0.363_45.188
6g9x_A 98.247_28.309_42.928
7upj_AB 12.116_25.233_5.671
2jq9_A 5.381_3.821_5.901
4xcb_ABCD 21.687_259.380_215.229
3v5t_A 15.194_15.437_63.293
3wzj_A -36.635_-19.334_-11.372
4q83_A 15.892_2.111_15.460
4inr_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.575_-134.591_37.939
1u9v_A 60.768_13.760_-8.614
2hdq_A 28.735_9.875_20.954
6qxj_AB 12.862_57.916_-5.259
3kck_A 12.588_13.253_2.730
6ft8_A -19.486_19.147_12.757
1awi_AB 29.549_65.755_33.624
6g2r_A 3.869_7.310_4.138
2pri_A 26.402_3.698_51.535
2obo_ABCD 194.814_-8.398_49.864
4ds1_ACD 14.796_17.612_60.813
4yoi_AB -6.964_-24.559_26.552
1tve_AB -1.703_37.442_-16.257
2fdd_AB 16.011_14.056_0.526
2w71_A 35.742_23.048_23.237
6f09_APS 18.619_33.808_-4.040
2hmh_A 16.814_7.282_43.359
5mfs_A -65.252_17.534_-6.903
4k2g_AB 35.711_48.951_55.930
1mai_A 33.157_16.915_5.278
4b35_A 20.887_6.255_-2.938
5ye7_A -49.454_-26.886_19.763
2who_A 21.015_44.282_80.560
5zyi_A -33.557_3.055_-7.080
6e4w_ABC 44.763_-82.301_-39.651
4xu2_A -3.656_-4.759_11.197
2ll7_A -0.474_-3.142_-2.282
1h6h_A 10.599_23.873_5.228
5hcv_A -2.958_-23.773_-9.357
5fl0_A 28.674_51.898_246.265
3udp_A 21.043_37.001_42.154
3nyn_A -73.952_16.178_22.394
4u6c_A 22.708_-5.450_10.672
3ft8_A 2.939_11.179_25.292
2ow0_A 25.443_9.383_48.229
3cid_A 23.659_12.459_22.990
5ggj_A 17.664_-11.776_0.307
4x6n_AH 41.084_-19.876_28.891
3ozt_A 36.042_-2.974_-9.980
1lq2_ABC 25.406_27.190_35.425
5w5k_A -37.333_-0.034_21.684
6b8u_A -24.499_4.881_-8.246
5jrq_AB -11.395_-4.233_-29.156
2jbj_ABCDE 16.181_45.234_42.001
6ge0_A 5.157_9.166_45.684
1j17_T 10.894_49.460_59.945
4dkq_A -2.909_-15.293_12.005
1v1j_ABCDEFGHIJKL 28.772_51.320_58.624
2g8r_A 38.756_3.331_21.162
3snb_A 18.427_2.915_22.015
2khh_A -11.968_-45.539_13.614
5edu_BC -1.206_8.578_5.870
4ynb_A 11.635_46.786_-36.040
4du8_A 15.536_21.091_19.502
5szc_A 0.633_23.071_73.941
2gvf_AB 197.232_-7.095_49.392
4im0_A 109.164_15.206_-27.167
6gdy_AB 7.629_21.850_121.479
5e2r_A -2.829_6.736_14.650
1ez9_AC -7.039_-4.982_0.502
6ayt_AD -13.771_-7.390_37.585
2br1_A 17.793_-3.250_10.482
1leg_ABC 42.811_58.947_-4.810
4i8w_AB 8.773_16.309_0.462
3sjo_A 10.024_-8.958_3.043
6nvh_A 7.942_-17.669_8.082
5v42_A 5.006_27.145_7.272
2ael_B 37.749_72.602_36.199
5ee7_A -29.936_1.747_-36.514
1f73_ABCD -5.121_44.702_51.136
3i9g_HL -0.298_17.638_32.419
6q5b_AB 5.683_25.886_-3.894
4nvq_AB -8.455_11.300_12.193
1oau_HL 37.204_53.128_77.460
2h6b_AB 62.904_83.595_14.659
5y13_A -6.011_7.178_-19.256
6bed_ABC 93.893_102.890_42.648
4trc_AB 43.321_35.798_-12.443
5wg4_ABG -18.194_27.513_18.145
4lww_AB 15.532_7.715_1.161
3qfz_AB 11.273_43.246_84.261
6jib_AB -62.735_29.305_-26.085
5u7l_A 13.983_5.311_20.432
1f7b_AC 10.209_11.896_37.923
4eo4_AC 20.945_-17.963_-50.474
6ajx_A -10.910_7.632_-0.824
4qgg_AB 14.260_1.265_4.303
4pte_AB -3.550_0.693_-35.422
6jij_ABF 39.655_16.033_17.048
4dk5_A 21.597_16.146_20.974
1gsf_AB 88.683_25.948_15.841
2w8j_A 6.574_15.576_31.730
6atv_A 4.634_16.311_-8.655
1v2k_T 50.419_72.144_-29.824
2uzd_AB 122.989_106.956_31.729
2n14_A 0.138_15.515_-13.059
5tt7_A -1.165_-1.853_13.473
5d4a_A 4.663_6.669_19.245
2gsu_A 26.098_42.727_19.082
2ow2_A 26.042_8.854_50.037
4jjq_A 36.322_-12.638_-10.543
4hs6_AB 50.136_22.621_-10.648
4r6v_A -58.951_146.334_2.237
6nzq_AB 14.310_-3.510_28.215
6r8p_A 2.845_-5.809_7.121
5thj_A -5.166_2.259_14.978
4b00_A 5.422_1.967_-20.740
4f20_A -23.088_30.620_8.651
1bqm_AB 143.849_-27.837_74.107
3u4i_A 3.889_1.234_2.513
1n94_AB 51.927_50.718_1.228
4lgh_A -4.815_5.605_-7.951
2wo8_A 18.801_27.612_-1.941
5dbm_A 5.168_56.912_49.170
5lj2_A 24.977_52.116_-4.570
4hyi_A 15.446_-3.346_12.334
6inz_AB 0.906_-7.978_-20.470
5ll9_AB 26.334_7.274_10.381
5ctb_A 5.583_31.607_21.534
5ggl_A 0.049_16.660_76.144
6buv_AB -1.679_60.066_58.276
4bks_ABC -6.242_33.452_3.494
4lvt_A 7.925_-2.436_-8.688
4l7j_A 15.160_-7.766_17.191
1t3t_A 95.239_84.775_-48.326
5w44_A -8.077_82.734_15.794
3nzi_A -0.475_-14.943_-13.843
4a7b_AB 23.970_14.979_14.781
1xff_AB 6.635_30.168_27.931
6pg5_A 20.017_74.175_5.301
3b1m_AB 11.738_48.631_60.842
5acy_A -0.090_-5.648_22.923
3hl5_A 9.122_12.257_-21.964
5ut4_A -10.795_12.752_21.245
4j3m_A 7.174_11.990_-9.358
1g2k_AB 12.133_23.546_5.409
5dhf_ABC -39.883_75.865_28.205
6edl_A 20.237_-10.786_-8.200
4h4m_AB 271.098_-25.064_23.208
5bqh_A 13.165_15.656_30.106
4bo8_ABCD -7.530_-1.797_-34.177
3cy2_AB -17.254_36.227_-1.060
2qoh_A -1.833_7.240_24.245
4u6y_AB -18.208_15.067_14.008
3p2e_A 9.166_10.222_-1.917
2oz6_A -22.566_37.527_17.297
4fhi_AB 2.154_33.686_36.847
2vhj_ABC 87.172_52.624_3.248
3px8_X 1.594_4.630_6.295
2v96_AB 99.721_55.041_23.464
1vyj_ACDEF -42.823_65.729_34.942
4aaw_A 53.510_19.563_-27.183
5vkc_AB -33.669_8.457_9.271
4iti_A -22.830_8.347_-19.751
5v5d_A -6.048_-29.111_-42.121
1zzl_A 1.761_11.527_30.720
3loo_A 12.374_-3.297_10.143
2zyn_AB -18.555_4.606_-27.098
3veu_A 30.117_73.069_17.691
2r5b_ABCKL -23.952_-17.985_11.460
3s68_A -13.819_37.452_62.121
5std_ABC 28.362_10.866_33.567
2vc9_A 18.591_-4.055_8.343
4lm3_A 4.539_13.587_43.586
2uwd_A 32.192_8.327_25.529
4kz0_A 19.587_13.115_22.415
1qvt_AB -63.972_-46.613_4.738
1l6s_AB 20.623_88.954_52.128
3r0i_AB 8.245_-4.197_36.891
2c80_AB -10.701_30.868_-6.078
5cu2_A 11.451_132.601_362.780
2wbb_ABCD 6.799_-12.467_8.315
5dxt_A -17.363_13.173_29.061
2nqi_A 15.112_9.417_-22.646
5mk9_AB -11.087_-12.721_2.148
3ugc_A 20.959_-17.686_-17.582
4y8d_AC 28.364_48.268_-60.077
3vd9_ABCD -14.641_-28.023_-26.890
5k0s_A 28.682_6.008_11.724
1ayv_A -20.986_-18.247_57.063
3wdz_A -4.900_1.675_11.061
3g2w_A -6.761_-14.636_-9.032
4r5a_A 1.208_2.811_82.876
6s57_A -25.589_47.068_9.309
6qyl_AB -13.465_10.067_-5.797
3upk_A 83.685_2.920_126.151
1qj6_ABI 6.028_20.859_49.491
4gki_A 36.954_15.933_16.278
4isu_AC -6.713_29.545_1.473
5kyj_AB 5.896_43.106_-22.325
3f5j_AC 2.142_0.729_42.562
3uwo_A 10.684_-3.410_34.664
1ff1_A 2.931_1.457_4.526
4oem_AB 28.779_26.616_21.161
1adl_A -48.548_69.585_-8.763
6oxp_AB 70.833_56.737_16.638
5ew3_A 18.667_8.661_12.653
3r24_AB 55.788_62.712_66.661
5z95_A -16.059_28.759_23.782
6hva_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.416_-134.676_38.651
3uuo_A 5.054_12.255_43.719
2ds1_A -8.723_9.982_13.429
5fwr_A 5.117_19.302_-13.573
5djv_F 3.823_74.511_26.669
6bxy_A -12.820_-16.237_-11.185
3t9t_A -6.894_4.009_12.057
4mxc_A -9.308_17.609_-28.821
4mz6_CE 40.835_59.754_40.603
6cn6_A -1.402_31.783_13.507
4e3h_A 15.209_3.361_16.716
3ga5_A -0.326_-3.584_1.915
3ag9_B 14.722_8.920_6.514
3hnb_M -3.731_7.353_28.692
6h8c_A 12.149_-4.220_-6.321
3dpe_A 7.816_-5.432_5.449
3ocp_AB -0.134_36.991_26.847
5kr2_ABCD -3.764_-21.059_56.640
3u8j_ABCDE 4.773_17.000_38.429
5iub_A -19.409_10.614_15.864
5dgz_A 40.014_-2.996_-1.970
1w1g_A 11.188_34.242_5.531
5fsm_A 16.662_20.325_4.738
3bym_A 25.778_37.734_84.165
1no6_A 34.619_27.811_20.914
1b51_A 2.626_18.210_14.060
5flt_A -2.851_6.359_14.205
3g0w_A 55.430_1.695_4.120
4zzx_A 7.741_14.216_59.621
1jsv_A 10.156_10.627_25.895
3zxr_ABCDEF -27.246_82.321_9.556
5bnm_AB 19.797_1.189_4.154
6chq_AB 35.582_170.894_53.278
2f94_F 15.555_79.865_25.239
4zyq_ABCDEF 173.244_17.261_84.478
5ypo_B 6.597_23.322_30.130
3pd2_AB 8.966_5.983_-15.753
3s74_B 33.696_-1.198_11.912
1li3_A 27.330_6.652_3.718
2qhn_A 17.126_-2.271_10.216
2i4u_AB 15.582_22.931_17.156
3s7m_A 12.640_-6.304_16.232
3twp_AC 70.342_81.281_26.352
5m4f_A -12.971_-6.483_-11.418
5lck_A 10.083_9.366_42.694
4fm7_A 24.756_36.480_43.032
2q88_A 21.867_39.077_72.987
2dw7_AB 8.701_33.959_9.884
1bwa_AB -9.289_16.060_27.927
2xs8_A -64.549_-34.640_-58.297
4a6w_A -3.938_-0.651_9.498
4m8x_AB -13.589_51.547_3.415
5yhe_A 12.737_22.710_22.213
3gy2_A 0.317_16.981_18.766
4ibg_AB 2.052_21.243_1.394
4nj9_HL 4.357_17.913_57.310
4zv1_A 2.279_-21.314_12.043
4non_A -4.277_-41.045_18.726
4i11_A 10.264_-16.551_8.845
5xzr_A -20.571_70.083_20.822
5vfm_AB -16.287_5.275_112.781
2yi0_A 32.252_8.950_23.951
6cjy_A -8.526_-53.399_12.224
8abp_A 13.805_56.540_53.513
3nzc_X 14.532_1.533_9.227
5mno_A -1.791_-14.505_-16.664
2yhd_A 35.789_8.642_20.429
4k77_B 15.078_6.014_1.293
6hle_A 51.104_-35.494_-7.908
4bo9_ABCD 9.299_105.527_33.818
1o0h_A 36.925_5.771_17.488
4ha5_A 23.940_10.788_21.699
1ktt_ABC 17.096_-13.417_23.140
4tyl_A 13.399_-22.550_10.062
2xc4_AL -4.442_9.837_22.768
5d3j_A 3.451_56.473_22.170
2flr_HLT 52.840_-6.627_9.046
6bw3_C -8.581_34.227_-22.149
5avf_AB 24.478_142.140_145.218
2f71_A 40.690_10.764_15.204
5anq_B 142.136_58.149_33.745
6qrg_AB -23.392_18.588_-9.774
3vfa_AB 16.142_22.864_16.878
3jzj_AB -5.226_-6.948_20.549
4j28_A -16.785_11.616_32.545
4iut_B 28.325_-36.051_6.931
1s5q_B -0.332_6.772_-3.494
4w9e_ABC 12.883_52.576_88.827
6d15_A 20.582_15.694_7.893
6g9u_AB 13.465_-27.831_-58.427
4mwu_AB 62.543_16.991_-26.409
3wt5_AC 7.074_3.478_59.224
5btx_A 27.111_18.766_48.970
3eu5_AB 56.820_-49.123_2.593
6rml_AB 7.194_-33.162_30.498
2j3q_A -20.811_111.952_40.881
1ga9_A 23.460_7.030_14.525
1o4n_A 16.063_28.311_18.153
5bv3_AB 43.019_1.575_29.324
6e7m_BD 10.561_16.542_-26.749
3otx_A 19.986_4.658_23.664
5eni_A -25.824_2.811_-6.791
1qx1_A 31.181_66.256_7.425
4dko_A 28.420_-13.987_36.542
4e3o_A 24.779_5.384_14.704
3kbz_ABCD 19.046_59.542_16.998
5mxx_A 17.101_24.813_30.881
2xk9_A -47.151_14.582_-10.744
2xk6_A 25.948_8.641_-18.880
4e8y_A 13.114_-12.311_32.302
6nwk_AB 66.864_125.567_10.548
4uw1_A 21.299_-16.850_-23.240
2hz0_A 17.211_46.685_56.224
5yvt_AB 46.916_-19.424_35.218
5gn9_AB 22.365_12.573_77.194
2xnp_A -26.671_-2.148_19.504
2pk5_AB 13.854_-21.288_-16.378
2oi2_A 26.542_24.674_46.456
3jsw_AB 74.605_51.995_40.483
2xej_ABCDE 23.034_50.455_41.343
4mjo_ABCD 37.408_11.525_-23.168
5yyz_ 33.535_13.440_50.901
1zpc_A 14.239_51.778_21.809
3gk2_A 2.431_8.994_14.455
3py1_A -79.103_-98.176_28.113
1fpc_HIL 17.062_-14.462_21.932
5cu4_A -143.400_-174.041_362.613
5f61_A -0.163_-11.429_-8.715
6ufn_A 24.355_40.609_34.456
3zxh_AB -3.280_28.524_55.431
4q18_AB -33.251_11.330_-3.366
6qts_A -4.317_0.474_-26.642
4utx_A -33.287_-20.582_4.108
6b1h_A 10.849_-0.796_-1.998
1n9m_ABCD 20.933_16.145_30.828
3i4b_AB 37.788_35.388_55.995
3vdb_ABCD -10.850_-28.366_-26.937
4jyv_HL 4.946_36.850_25.435
5twl_A -4.102_11.273_-5.200
1ow6_A 28.232_28.966_19.768
6g3a_A 13.018_9.915_12.526
5ung_B 9.400_8.861_-16.641
3rjw_AB -10.440_13.466_47.489
2oxn_A 4.115_-11.381_9.576
6skd_A -35.208_-21.351_-20.447
6fx1_ABCMNO 8.083_-35.454_-4.661
2aj8_ABEFGH -6.298_20.914_3.137
6ny0_A 0.558_-0.030_3.247
6m9l_A 20.904_0.268_-23.373
2zb0_A 43.059_31.349_30.879
6chm_AB 10.505_163.081_33.496
5dtr_A 32.976_-11.057_10.163
3wto_ABCDE -21.222_-1.429_23.937
